comment_clean,comment,auto_label,confidence,label_filtered,rating,source
dùng rất tốt,Dùng rất tốt,POS,0.992592633,POS,4,thegioididong
hiện tại bây giờ mình đang dùng thấy rất ok,Hiện tại bây giờ mình đang dùng thấy rất ok,POS,0.991978526,POS,5,thegioididong
oke,Oke,POS,0.871095002,POS,5,thegioididong
sp tốt nhân viên nhiệt tình đáng iêu,Sp tốt nhân viên nhiệt tình đáng iêu,POS,0.99266535,POS,5,thegioididong
xạc nóng máy và nóng cục xạc,Xạc nóng máy và nóng cục xạc,NEG,0.988065481,NEG,3,thegioididong
mới dùng,Mới dùng,NEU,0.757290483,NEU,4,thegioididong
giao hàng nhanh. chất lượng sản phẩm tốt.,Giao hàng nhanh. Chất lượng Sản phẩm tốt.,POS,0.986212492,POS,5,thegioididong
chất lượng sản phẩm và nhân viên phục vụ rất tốt ạ,chất lượng sản phẩm và nhân viên phục vụ rất tốt ạ,POS,0.991313517,POS,5,thegioididong
sạc nhanh tốt. sạc hơi nóng síu,Sạc nhanh tốt. Sạc hơi nóng síu,POS,0.891105592,POS,4,thegioididong
hàng dùng tốt,Hàng dùng tốt,POS,0.982638478,POS,5,thegioididong
sản phẩm tốt nhân viên tư vấn nhiệt tình ok,Sản phẩm tốt Nhân viên tư vấn nhiệt tình ok,POS,0.991633415,POS,5,thegioididong
sạc ok,sạc ok,POS,0.889259696,POS,5,thegioididong
rất hài lòng ạ,Rất hài lòng ạ,POS,0.992702246,POS,5,thegioididong
ok ok ok,Ok ok ok,POS,0.981189728,POS,5,thegioididong
hàng này sai ok,Hàng này sai ok,NEU,0.875744879,NEU,4,thegioididong
hiện này đang rất ổn,Hiện này đang rất ổn,POS,0.966735423,POS,4,thegioididong
đc,Đc,POS,0.523883879,POS,4,thegioididong
bt,Bt,NEU,0.890292287,NEU,3,thegioididong
xạc nhanh,Xạc nhanh,POS,0.907479703,POS,4,thegioididong
"rất tốt ạ, nhưng có điều mỗi lần sạc cho 14pm nó bị nóng ấy","rất tốt ạ, nhưng có điều mỗi lần sạc cho 14pm nó bị nóng ấy",POS,0.920295358,POS,5,thegioididong
dùng ok,Dùng ok,POS,0.955761433,POS,4,thegioididong
nhân viên tư vấn nhiệt tình,Nhân viên tư vấn nhiệt tình,POS,0.983209312,POS,4,thegioididong
"mình mua về sạc cho apple watch, giao hàng nhanh. sp hi vọng tốt.","Mình mua về sạc cho apple watch, giao hàng nhanh. Sp hi vọng tốt.",POS,0.990112007,POS,5,thegioididong
vừa mới mua xong 520k có phiếu dảm giá của trả góp đc giảm 100k còn 420 nhân viên nhiệt tình hàng chính hãng nên xài rất tốt cảm ơn dmx đô lương nhiều,Vừa mới mua xong 520k có phiếu dảm giá của trả góp đc giảm 100k còn 420 nhân viên nhiệt tình hàng chính hãng nên xài rất tốt cảm ơn dmx đô lương nhiều,POS,0.99282068,POS,5,thegioididong
"hàng apple sang,xịn,mịn","hàng apple sang,xịn,mịn",POS,0.992929995,POS,5,thegioididong
sạc chính hãng hơi đắt nhưng sài rất ngon,Sạc chính hãng hơi đắt nhưng sài rất ngon,POS,0.985726476,POS,5,thegioididong
sản phẩm rất tuyệt,Sản phẩm rất tuyệt,POS,0.9929052,POS,5,thegioididong
sạc nhanh cho đến 80 . từ 80 đến lúc đầy thì khoảng 1 tiếng. do sạc của hãng nên dùng rất oke. sạc không bị nóng máy và củ sạc cũng không bị nóng.,Sạc nhanh cho đến 80%. Từ 80% đến lúc đầy thì khoảng 1 tiếng. Do sạc của hãng nên dùng rất oke. Sạc không bị nóng máy và củ sạc cũng không bị nóng.,POS,0.989957154,POS,5,thegioididong
"rất tin tưởng, anh ql vui vẻ nhiệt tình","rất tin tưởng, Anh ql vui vẻ nhiệt tình",POS,0.992048562,POS,5,thegioididong
"sản phẩm này rất hữu ích. sạc nhanh 50 đầu chỉ 30 phút. sạc đầy từ 10 lên 100 chỉ mất 90 phút. sạc nhanh cho dòng ipad mini gen 7, và iphone 11 trở lên","Sản phẩm này rất hữu ích. Sạc nhanh 50% đầu chỉ 30 phút. Sạc đầy từ 10% lên 100% chỉ mất 90 phút. Sạc nhanh cho dòng IPAD mini gen 7, và iPhone 11 trở lên",POS,0.991544366,POS,5,thegioididong
phuc vu nhanh,Phuc vu nhanh,POS,0.991098106,POS,4,thegioididong
nhưng mà vừa mua xomg lại giảm giá hơi tiếc,Nhưng mà vừa mua xomg lại giảm giá hơi tiếc,NEG,0.979392231,NEG,5,thegioididong
sản phẩm tốt nhân viên bán hàng nhiệt tình chu đáo,Sản phẩm tốt nhân viên bán hàng nhiệt tình chu đáo,POS,0.990977287,POS,5,thegioididong
sạc vào nhanh. chất lượng ổn mỗi tội giá cao hơn các chỗ khác,"Sạc vào nhanh. Chất lượng ổn
Mỗi tội giá cao hơn các chỗ khác",POS,0.963573396,POS,4,thegioididong
sẽ ủng hộ nhiều sp nữa,Sẽ ủng hộ nhiều sp nữa,POS,0.990629137,POS,4,thegioididong
rất ok nhé . xài ngon,Rất ok nhé . Xài ngon,POS,0.992858648,POS,5,thegioididong
sạc vào nhanh,Sạc vào nhanh,POS,0.977997899,POS,5,thegioididong
"sản phẩm ok, nhân viên nhiệt tình","sản phẩm Ok, nhân viên nhiệt tình",POS,0.984532893,POS,5,thegioididong
sạc rất tốt. nhân viên rất tốt.,Sạc Rất tốt. Nhân viên rất tốt.,POS,0.992507994,POS,4,thegioididong
so dùng ok,So dùng ok,POS,0.962939262,POS,4,thegioididong
"giao hàng nhanh, chất lượng tốt","Giao hàng nhanh, chất lượng tốt",POS,0.987357497,POS,5,thegioididong
sạc chama nóng máy,Sạc chama & nóng máy,NEG,0.987873375,NEG,3,thegioididong
"mới mua hôm nay, dùng rất ok,,.nhân viên tgdd quế võ bắc ninh rất nhiệt tình","mới mua hôm nay, dùng rất ok,,.nhân viên tgdd quế võ bắc ninh rất nhiệt tình ❤️",POS,0.992929518,POS,5,thegioididong
r,R,NEU,0.860572338,NEU,5,thegioididong
sạc pin nhanh đầy.,Sạc pin nhanh đầy.,POS,0.968636513,POS,4,thegioididong
"sản phầm tốt, nhân viên tư vấn nhiệt tình.","Sản phầm tốt, nhân viên tư vấn nhiệt tình.",POS,0.986805081,POS,3,thegioididong
rất là ok nha mấy anh em,Rất là ok nha mấy anh em,POS,0.990729034,POS,5,thegioididong
"sản phẩm tốt, nhân viên hỗ trợ rất nhiệt tình","Sản phẩm tốt, nhân viên hỗ trợ rất nhiệt tình",POS,0.992506325,POS,5,thegioididong
"sạc nhanh, chất lượng cũng khá ok","Sạc nhanh, chất lượng cũng khá ok",POS,0.992564559,POS,4,thegioididong
nhan viên nhiệt tình,nhan viên nhiệt tình,POS,0.602299988,POS,4,thegioididong
so great,So great 👍,NEU,0.857573509,NEU,5,thegioididong
sạc nhanh. chuẩn apple,Sạc nhanh. Chuẩn apple,POS,0.99176228,POS,5,thegioididong
"sản phẩm đủ hộp, nguyên seal, nhưng chư biết qua thời gian sd thế nào!","Sản phẩm đủ hộp, nguyên seal, nhưng chư biết qua thời gian sd thế nào!",POS,0.980748892,POS,4,thegioididong
ok rất tốt,Ok rất tốt,POS,0.992287874,POS,5,thegioididong
sạc tốt sạc nhanh kho bị nóng,Sạc tốt sạc nhanh kho bị nóng,POS,0.641469598,POS,5,thegioididong
củ sạc vào điện bình thường,Củ sạc vào điện bình thường,NEU,0.815514982,NEU,3,thegioididong
rât tôt,rât tôt,POS,0.992935359,POS,5,thegioididong
"sạc dùng khá ok , ổn định.","Sạc dùng khá ok , ổn định.",POS,0.988301098,POS,5,thegioididong
sản phẩm sạc nhanh ok nha mọi người. nhân viên tư vấn có tâm.,Sản phẩm sạc nhanh ok nha mọi người. Nhân viên tư vấn có tâm.,POS,0.992054224,POS,5,thegioididong
dùng rất tốt! ok cảm ơn đội ngũ tư vấn,Dùng rất tốt! Ok cảm ơn đội ngũ tư vấn,POS,0.992601812,POS,5,thegioididong
rất ok lun,rất ok lun 💯💯,POS,0.991996706,POS,5,thegioididong
mua hàng qua sử dụng nhưng mới 99 . dùng ngon và tiết kiệm nhiều.,Mua hàng qua sử dụng nhưng mới 99%. Dùng ngon và tiết kiệm nhiều.,POS,0.991435111,POS,5,thegioididong
sạc lâu vào,Sạc lâu vào,NEG,0.95211184,NEG,1,thegioididong
sản phẩm tốt chất lượng cao tôi rất thích sản phẩm này có nhu cầu sẽ tiếp tục ủng hộ shop,Sản phẩm tốt chất lượng cao tôi rất thích sản phẩm này có nhu cầu sẽ tiếp tục ủng hộ shop,POS,0.992827117,POS,5,thegioididong
sp su dung tot. nv phuc vu chu dao,sp su dung tot. nv phuc vu chu dao,POS,0.594798803,POS,5,thegioididong
sản phẩm tốt chất lượng tôi rất thích sản phẩm này có nhu cầu sẽ tiếp tục ủng hộ shop,Sản phẩm tốt chất lượng tôi rất thích sản phẩm này có nhu cầu sẽ tiếp tục ủng hộ shop,POS,0.992807508,POS,5,thegioididong
"rất tuyệt vời, rất hài lòng.","Rất tuyệt vời, rất hài lòng.",POS,0.992875695,POS,5,thegioididong
bình thường,Bình thường,NEU,0.90348947,NEU,4,thegioididong
sản phẩm rất tốt tôi rất hài lòng,Sản phẩm rất tốt tôi rất hài lòng,POS,0.992897391,POS,5,thegioididong
"moi su dung được 2,3 tuần thấy ok","Moi su dung được 2,3 tuần thấy ok",POS,0.884392977,POS,5,thegioididong
nhân viên nhiệt tình sản phẩm tốt,Nhân viên nhiệt tình sản phẩm tốt,POS,0.985993981,POS,5,thegioididong
"rất tốt, sạc nhanh, máy mát, điện vào ổn định","Rất tốt, sạc nhanh,  máy mát,  điện vào ổn định",POS,0.99283725,POS,5,thegioididong
sài rất tốt ạ,Sài rất  tốt  ạ,POS,0.992746294,POS,5,thegioididong
"cục sạc sài tốt, sạc nhanh.","Cục sạc sài tốt, sạc nhanh.",POS,0.99110657,POS,5,thegioididong
mua tặng nên k có ảnh. mong thông cảm ah,Mua tặng nên k có ảnh.  Mong thông cảm ah,NEU,0.709598601,NEU,5,thegioididong
chua thay loi,chua thay loi,NEG,0.987319589,NEG,5,thegioididong
sạc hoạt động tốt.,Sạc hoạt động tốt.,POS,0.969382524,POS,5,thegioididong
ko biết bền ko chứ mới dùng thấy ok,Ko biết bền ko chứ mới dùng thấy ok,NEU,0.707421958,NEU,5,thegioididong
tôi chưa dùng nhưng thấy rất ok!,Tôi chưa dùng nhưng thấy rất ok!,POS,0.986478329,POS,4,thegioididong
"ok, good","OK, Good",POS,0.991144598,POS,5,thegioididong
sạc sài rất ok,Sạc sài rất ok,POS,0.992069244,POS,5,thegioididong
sp còn mới,Sp còn mới,NEU,0.851182878,NEU,5,thegioididong
tốt....chất lượng,Tốt....chất lượng,POS,0.992754519,POS,5,thegioididong
sạc nhanh chuẩn apple,Sạc nhanh chuẩn apple,POS,0.990893126,POS,5,thegioididong
"hàng dùng rất tốt, sạc nhanh","Hàng dùng rất tốt, sạc nhanh",POS,0.992850065,POS,5,thegioididong
sạc rất nhanh ok,Sạc rất nhanh ok,POS,0.990375936,POS,5,thegioididong
mới dùng thấy ok,Mới dùng thấy ok,POS,0.987728834,POS,5,thegioididong
sạc cũng lâu chứ ko nhanh gì,Sạc cũng lâu chứ ko nhanh gì,NEG,0.902629972,NEG,3,thegioididong
xài với dây cáp zin ip14prm vào khá lâu,Xài với dây cáp zin ip14prm vào khá lâu,NEU,0.858974278,NEU,3,thegioididong
"sản phẩm đẹp, sạc nhanh. chính hãng nên dùng rất yên tâm","Sản phẩm đẹp, sạc nhanh. Chính hãng nên dùng rất yên tâm",POS,0.992894828,POS,5,thegioididong
lộn giới tính của mình rùi.,Lộn giới tính của mình rùi.,NEG,0.985462666,NEG,1,thegioididong
tôi mua 2 cái ip 13 pro max mua 2 củ sạc,tôi mua 2 cái ip 13 pro max mua 2 củ sạc,POS,0.986622989,POS,1,thegioididong
"sạc nhanh, 1h30p đầy","Sạc nhanh, 1h30p đầy",POS,0.990020871,POS,5,thegioididong
gia dat qua,Gia dat qua,NEU,0.882007062,NEU,3,thegioididong
sạc pin máy mát dịu,Sạc pin máy mát dịu 🤣🤣,POS,0.989593625,POS,5,thegioididong
rất hài lòng khi mua hàng tại điện máy xanh,Rất hài lòng khi mua hàng tại điện máy xanh,POS,0.992682755,POS,5,thegioididong
hihi,Hihi,POS,0.968478799,POS,5,thegioididong
sạc ok tốt,Sạc ok tốt,POS,0.978376389,POS,5,thegioididong
hài lòng.,Hài lòng.,POS,0.986232877,POS,5,thegioididong
sạc tốt,Sạc tốt,POS,0.963506699,POS,5,thegioididong
hay,Hay,POS,0.983882844,POS,5,thegioididong
tuyệt vời luôn. tư vấn nhiệt tình.,Tuyệt vời luôn. Tư vấn nhiệt tình. 🔥🔥🔥,POS,0.992879212,POS,5,thegioididong
sạc nhanh không nóng máy..rất tốt,Sạc nhanh không nóng máy..rất tốt,POS,0.991977394,POS,5,thegioididong
sản phẩm chính hãng . mọi người nên mua,Sản phẩm chính hãng . Mọi người nên mua,POS,0.990968287,POS,4,thegioididong
thế giới di động thì sử dụng rất tốt ko cần phải bàn,Thế giới di động thì sử dụng rất tốt ko cần phải bàn,POS,0.992655158,POS,5,thegioididong
"dùng sạc cho iphone 12 rất nhanh, không nóng máy, củ sạc thì hơi ấm thôi, không nóng. mua qua fundiin được giảm 50k nữa.","Dùng sạc cho iphone 12 rất nhanh, không nóng máy, củ sạc thì hơi ấm thôi, không nóng. Mua qua Fundiin được giảm 50k nữa.",POS,0.992475331,POS,5,thegioididong
sạc nhanh oke lắm nha,Sạc nhanh oke lắm nha,POS,0.989118576,POS,5,thegioididong
"sạc nhanh thiết bị bền tuy nhiên, máy của tôi khá nóng trong thời gian sạc, kể cả khi không dùng","Sạc nhanh
Thiết bị bền
Tuy nhiên, máy của tôi khá nóng trong thời gian sạc, kể cả khi không dùng",NEU,0.723519266,NEU,4,thegioididong
rất tốt sạc nhanh vô không nóng may. đóng tiền bốc siu quá tuyệt,Rất tốt   Sạc nhanh vô không nóng may. Đóng tiền  bốc siu quá tuyệt,POS,0.992518902,POS,4,thegioididong
nhân viên nhiệt tình. hàng chính hãng thì khỏi phải bàn rồi. cứ hàng chính hãng mà chơi .,Nhân viên nhiệt tình. Hàng chính hãng thì khỏi phải bàn rồi. Cứ hàng chính hãng mà chơi 😀.,POS,0.988232434,POS,5,thegioididong
"mình dùng đc 4 tháng thì sạc có tình trạng bị nóng cả củ và dây sạc kèm đt luôn, thì sạc vô nhanh. cũng có khi củ dây đt k nóng thì sạc vô rất lâu. vậy lỗi do đâu vậy ạ? mh cảm ơn","Mình dùng đc 4 tháng thì sạc có tình trạng bị nóng cả củ và dây sạc + kèm đt luôn, thì sạc vô nhanh. Cũng có khi củ + dây + đt k nóng thì sạc vô rất lâu. Vậy lỗi do đâu vậy ạ? Mh cảm ơn",NEU,0.601051092,POS,5,thegioididong
hàng ngon nhá anh em,Hàng ngon nhá anh em,POS,0.98811698,POS,5,thegioididong
mình thấy dùng ok.. sau 1 tuần sử dụng,Mình thấy dùng ok.. sau 1 tuần sử dụng,POS,0.991315186,POS,4,thegioididong
sạc dùng ổn,Sạc dùng ổn,POS,0.866121471,POS,5,thegioididong
"sạc rất tốt cho 11prm,ai nóng quá xem lại có dùng cáp đủ dòng k nhé,rất nên mua dùng nhé","Sạc rất tốt cho 11prm,ai nóng quá xem lại có dùng cáp đủ dòng k nhé,rất nên mua dùng nhé",POS,0.99291867,POS,5,thegioididong
sản phẩm rất tốt tôi rất thích khi mua ở điện máy xanh,Sản phẩm rất tốt tôi rất thích khi mua ở điện máy xanh,POS,0.992936194,POS,5,thegioididong
"11prm sạc rất ok, mình có thói quen vừa sạc vừa chơi nên máy hơi nóng, sạc chưa đến 1h đã lên 90 rồi","11prm sạc rất ok, mình có thói quen vừa sạc vừa chơi nên máy hơi nóng, sạc chưa đến 1h đã lên 90% rồi",POS,0.989614666,POS,5,thegioididong
tuyệt cmn vời,Tuyệt cmn vời,POS,0.988517284,POS,5,thegioididong
tuyệt vời ạ,Tuyệt vời ạ,POS,0.992935359,POS,5,thegioididong
tốt. hàng apple k phải chê,Tốt. Hàng apple k phải chê,POS,0.992779434,POS,5,thegioididong
"hàng chính hãng , hài lòng","Hàng chính hãng , hài lòng",POS,0.9919613,POS,5,thegioididong
hàng đẹp chất lượng nhân viên nhiệt tình chu đáo hàng chính hãng niên yên tâm mua trúng đợt giảm giá ok lần sao ghé ủng hộ thêm,Hàng đẹp chất lượng nhân viên nhiệt tình chu đáo hàng chính hãng niên yên tâm mua trúng đợt giảm giá ok lần sao ghé ủng hộ thêm,POS,0.992918909,POS,5,thegioididong
mình mua ip và phải mua sạc rời thì quả thực xạc pin này xác rất nhanh nhưng cực kỳ nóng điện thoại. vì điện thoại quá nóng nên pin chai rất nhanh. sản phẩm tệ,Mình mua Ip và phải mua sạc rời thì quả thực xạc pin này xác rất nhanh nhưng cực kỳ nóng điện thoại. vì điện thoại quá nóng nên pin chai rất nhanh. Sản phẩm tệ,NEG,0.986697495,NEG,2,thegioididong
hàng chính hãng. mua với giá khuyến mãi là 500k. sạc iphone 13 pro từ 15 lên 100 trong 1h30 phút. không có bị nóng máy gì cả.,Hàng chính hãng. Mua với giá khuyến mãi là 500K. Sạc iPhone 13 Pro từ 15% lên 100% trong 1h30 phút. Không có bị nóng máy gì cả.,POS,0.992218018,POS,5,thegioididong
"rât ok giá phù hợp khuyến mãi tốt, nhưng nên bill làm sao để nhân viên tránh nhằm lẫn là đơn hàng chưa thanh toán dù đã thanh toán online. toàn phải check lại đơn mới biết đã thanh toán rồi","Rât ok giá phù hợp khuyến mãi tốt, nhưng nên bill làm sao để nhân viên tránh nhằm lẫn là đơn hàng chưa thanh toán dù đã thanh toán online. Toàn phải check lại đơn mới biết đã thanh toán rồi",POS,0.880983829,POS,5,thegioididong
"hàng chính hãng, sạc hơn 1 tiếng là đầy pin cho máy iphone 13 mini. mọi người nên mua! biết là sẽ đắt hơn những hãng khác như anker, mophie, aukey nhưng mua sạc hãng apple vẫn yên tâm hơn!","Hàng chính hãng, sạc hơn 1 tiếng là đầy pin cho máy iphone 13 mini. Mọi người nên mua! Biết là sẽ đắt hơn những hãng khác như anker, mophie, aukey nhưng mua sạc hãng apple vẫn yên tâm hơn!",POS,0.983415484,POS,5,thegioididong
"sản phẩm rất tốt, không biết là sản phẩm có được bảo hành , đổi trả khi bị lỗi từ nhà sản xuất như điện thoại mới không","sản phẩm rất tốt, không biết là sản phẩm có được bảo hành , đổi trả khi bị lỗi từ nhà sản xuất như điện thoại mới không",POS,0.973823249,POS,5,thegioididong
"xài ổn, giá tốt, giao hàng nhanh. xin cám ơn tgdd...........................................","xài ổn, giá tốt, giao hàng nhanh. Xin cám ơn TGDD...........................................",POS,0.991677999,POS,5,thegioididong
tốt đúng sạc chuẩn apple sạc nhanh giao hàng đúng mẫu mã lần sau ủng hộ thế giới di động,Tốt đúng sạc chuẩn apple sạc nhanh giao hàng đúng mẫu mã lần sau ủng hộ thế giới di động,POS,0.992839813,POS,5,thegioididong
good sạc rất nhanh mẫu mã đẹp chuẩn không cần chỉnh,Good sạc rất nhanh mẫu mã đẹp chuẩn không cần chỉnh,POS,0.992923498,POS,5,thegioididong
sạc rất ok cho điểm 10 cho shop vì nhân viên vs quản lí rất ok với khách hàng vui vẻ nhiệt tình,Sạc rất ok cho điểm 10 cho shop vì Nhân viên vs Quản lí rất ok với khách hàng vui vẻ nhiệt tình,POS,0.992810547,POS,5,thegioididong
"sản phẩm nguyên seal,good","Sản phẩm nguyên seal,good",POS,0.992640913,POS,5,thegioididong
sạc chuẩn. xin sò...tôi sẽ giới thiệu sản phẩm này cho bạn bè người thân .........,"Sạc chuẩn. Xin sò...Tôi sẽ giới thiệu sản phẩm này cho bạn bè người thân
.........",POS,0.992517471,POS,5,thegioididong
"giao hàng nhanh, nhân viên nhiệt tình, khuyến mãi hấp dân, sẽ tiếp tục ủng hộ...","Giao hàng nhanh, nhân viên nhiệt tình, khuyến mãi hấp dân, sẽ tiếp tục ủng hộ...",POS,0.992810369,POS,5,thegioididong
"vừa mua sản phẩm được một tuần, sản phẩm dùng ổn, chưa biết dùng lâu dài như thế nào","Vừa mua sản phẩm được một tuần, sản phẩm dùng ổn, chưa biết dùng lâu dài như thế nào",POS,0.989450634,POS,5,thegioididong
"hàng 9 hãng khỏi bàn, sac nhanh. apple chuyên màu trắng nên mua dùng khi dùng cho dòng có hỗ trợ sạc nhanh","hàng 9 hãng khỏi bàn, sac nhanh. apple chuyên màu trắng
nên mua dùng khi dùng cho dòng có hỗ trợ sạc nhanh",POS,0.992552638,POS,5,thegioididong
sạc nhanh. chất lượng tốt. độ bền cao. nhân viên dmx phục vụ rất nhiệt tình.,Sạc nhanh. Chất lượng tốt. Độ bền cao. :)) nhân viên DMX phục vụ rất nhiệt tình.,POS,0.992174923,POS,5,thegioididong
"sản phẩm tốt, lần đầu sạc mất 3.5h mới đầy iphone 11.... hoang mang đợi sạc lần 2 thì oke, hơi nóng máy khi sạc khá nóng luôn","Sản phẩm tốt, lần đầu sạc mất 3.5h mới đầy - iphone 11.... hoang mang đợi sạc lần 2 thì oke, hơi nóng máy khi sạc (khá nóng luôn) :)))",POS,0.721925795,POS,5,thegioididong
sạc nhanh. chất lượng tốt. độ bền cao. nhân viên phục vụ nhiệt tình. toàn trai xinh gái đẹp,Sạc nhanh. Chất lượng tốt. Độ bền cao. :)) nhân viên phục vụ nhiệt tình. Toàn trai xinh gái đẹp,POS,0.992639065,POS,5,thegioididong
mình chỉ mua đồ của tgdd mặc dù chỗ khác rẻ hơn vì tgdd chất lượng phục vụ rất tốt,mình chỉ mua đồ của tgdd mặc dù chỗ khác rẻ hơn vì tgdd chất lượng phục vụ rất tốt,POS,0.98257488,POS,5,thegioididong
sản phẩm tốt chuẩn tôi sẽ giới thiệu thêm với bạn bè tôi. thế giới di động là cửa hàng uy tín,Sản phẩm tốt chuẩn tôi sẽ giới thiệu thêm với bạn bè tôi. thế giới Di Động là cửa hàng uy tín,POS,0.992578089,POS,5,thegioididong
"được hưởng khuyến mãi nên mua được với giá rất tốt, nhân viên tgdđ nhiệt tình thân thiện","Được hưởng khuyến mãi nên mua được với giá rất tốt, nhân viên TGDĐ nhiệt tình thân thiện",POS,0.992809653,POS,5,thegioididong
"sạc nhanh đầy pin, nên mua nhé, nhân viên tgdđ thì nhiệt tình, vui vẻ, giao hàng nhanh,","Sạc nhanh đầy pin, nên mua nhé, nhân viên tgdđ thì nhiệt tình, vui vẻ, giao hàng nhanh,",POS,0.992727876,POS,5,thegioididong
"hàng chuẩn sạc nhanh, rất thích. chính hãng apple mua của thế giới di động nên cũng yên tâm","Hàng chuẩn sạc nhanh, rất thích. Chính hãng Apple mua của Thế giới di động nên cũng yên tâm",POS,0.992920578,POS,5,thegioididong
chất lượng pk hàng đúng là tuyệt vời. sạc vào nhanh và rất ổn định khi sử dụng cho điện thoại,Chất lượng PK hàng đúng là tuyệt vời. Sạc vào nhanh và rất ổn định khi sử dụng cho điện thoại,POS,0.992943943,POS,5,thegioididong
"mua 2 lần được nhân viên phục vụ tận tình chu đáo cảm ơn các bạn thế giới di động của cửa hàng 299, quốc lộ 51,","Mua 2 lần được nhân viên phục vụ tận tình chu đáo… cảm ơn các bạn thế giới di động của cửa hàng 299, quốc lộ 51,",POS,0.992713869,POS,5,thegioididong
"sp ok chất lượng nhân viên phục vụ tận tình chú đáo.. cảm ơn nhân viên thế giới di động 299, quốc lộ 51","Sp ok chất lượng nhân viên phục vụ tận tình chú đáo.. cảm ơn nhân viên  thế giới di động 299, quốc lộ 51",POS,0.992724478,POS,5,thegioididong
"hàng chính hãng táo, thì khỏi phải bàn cãi. chất lượng phục vụ của tgdđ rất tốt, hướng tới cần phát huy vai trò khách hàng là thượng đế","hàng chính hãng táo, thì khỏi phải bàn cãi. Chất lượng phục vụ của TGDĐ rất tốt, hướng tới cần phát huy vai trò khách hàng là thượng đế",POS,0.99275583,POS,5,thegioididong
"sạc nhanh, ko nóng máy. ip 13pro","Sạc nhanh, ko nóng máy. Ip 13pro",POS,0.991383553,POS,5,thegioididong
sản phẩm sạc rất nhanh ko bị nóng máy quá nhiều chỉ ấm nhẹ đồ của apple thì các bạn cứ yên tâm mình rất hài lòng,Sản phẩm sạc rất nhanh ko bị nóng máy quá nhiều chỉ ấm nhẹ đồ của Apple thì các bạn cứ yên tâm mình rất hài lòng,POS,0.992942989,POS,5,thegioididong
"trước đó xài cục sạc zin của máy thì không sao. mua được hơn 1 tháng sử dụng,thì bây giờ iphone dung lượng pin iphone tụt còn 77 và báo đi bảo trì thay pin mới","Trước đó xài cục sạc zin của máy thì không sao. Mua được hơn 1 tháng sử dụng,thì bây giờ iPhone dung lượng % pin iPhone tụt còn 77% và báo đi bảo trì thay pin mới :(",NEG,0.984531045,NEG,4,thegioididong
sản phẩm rất tốt nhỏ gon và an toàn tuyệt đối khi dùng của apple mọi người nên mua sạc cho iphone,sản phẩm rất tốt nhỏ gon và an toàn tuyệt đối khi dùng của apple mọi người nên mua sạc cho iphone,POS,0.9929052,POS,5,thegioididong
"tốt, hài lòng chất lượng phục vụ của tgdd, tư vấn nhiệt tình, chính sách bảo hành rõ ràng","Tốt, hài lòng chất lượng phục vụ của tgdd, tư vấn nhiệt tình, chính sách bảo hành rõ ràng",POS,0.992613316,POS,5,thegioididong
good good good,good                        good                                                   good,POS,0.991591573,POS,5,thegioididong
"mình thấy bình thường, thay vì sử dụng chung vs ipad mà thôi mua riêng cái cũng đc","Mình thấy bình thường, thay vì sử dụng chung vs Ipad mà thôi mua riêng cái cũng đc",NEU,0.903441489,NEU,4,thegioididong
sạc rất nhanh 1h40 là sạc đầy xsm cảm biến tự ngắt điện khi sạc đầy k nóng tý nào,Sạc rất nhanh 1H40 là sạc đầy XSM cảm biến tự ngắt điện khi sạc đầy k nóng tý nào,NEU,0.47703284,POS,5,thegioididong
"sạc rất nhanh nhưng chỉ hơi nóng 1 tí, mua hàng chính hãng hơi đắt xíu nhưng an tâm về chất lượng và bảo hành","Sạc rất nhanh nhưng chỉ hơi nóng 1 tí, mua hàng chính hãng hơi đắt xíu nhưng an tâm về chất lượng và bảo hành",POS,0.989352942,POS,5,thegioididong
"sạc nhanh thật nhưng sạc iphone 11 thì điện thoại nóng muốn nổ luôn, vậy cho mình hỏi liệu pin có bị hư k?","Sạc nhanh thật nhưng sạc iphone 11 thì điện thoại nóng muốn nổ luôn, vậy cho mình hỏi liệu pin có bị hư k?",NEU,0.790731072,NEU,5,thegioididong
sau 3 ngày dùng cảm nhận sạc quá nhanh chưa đầy 1 tiếng đã đầy pin tuy máy hơi nóng nhẹ ko vẫn đề j chước mua về sạc ko lên pin tưởng bị lỗi hoá gia do dây sạc ko đủ tải 20w thay dây mới lên ầm ầm sạc chính hãng dùng vẫn là sướng nhất an toàn nhất ko lo pin hỏng,"Sau 3 ngày dùng cảm nhận sạc quá nhanh chưa đầy 1 tiếng đã đầy pin tuy máy hơi nóng nhẹ ko vẫn đề j chước mua về sạc ko lên pin tưởng bị lỗi hoá gia do dây sạc ko đủ tải 20w thay dây mới lên ầm ầm 
Sạc chính hãng dùng vẫn là sướng nhất an toàn nhất ko lo pin hỏng",POS,0.98812151,POS,5,thegioididong
"e ơi c mua cục này sao h sạc khi vào khi ko , ngay đầu cắm 2 bên đều bị đen hết vậy?","e ơi c mua cục này sao h sạc khi vào khi ko , ngay đầu cắm 2 bên đều bị đen hết vậy?",NEG,0.983672082,NEG,3,thegioididong
